,word1,word2,prediction
757,educated,learned,-0.7011853868730535
758,effects,effects,-0.0
759,egg,lego,-0.8845131081858728
760,egg,nest,-0.5179742870567102
761,egg,white,-0.7430064950725226
762,eight,movement,-0.8093527364400518
763,element,mixture,-0.7085548739630187
764,element,situation,-0.7864249101048721
765,elephant,giraffe,-0.5024756706577536
766,emission,gum,-0.9723336297897083
767,endeavor,worst,-1.0298302455934751
768,enemy,strike,-0.7279023780348703
769,enforcing,execute,-0.8297413040269476
770,engine,gasoline,-0.6851865524727885
771,engineering,technology,-0.39786074403007776
772,english,french,-0.5036473599948001
773,enhanced,increased,-0.5287149780606126
774,enjoy,suffering,-0.8036231002227386
775,enterprise,industry,-0.5994628611693984
776,entrance,registration,-0.7420033032238555
777,equipment,seat,-0.8509043069090828
778,escalator,railway,-0.8601083832191033
779,escalator,redhead,-0.9528935163666177
780,establishment,establishment,-0.0
781,evaluate,forecast,-0.8966938954125202
782,evening,fun,-0.712753166250043
783,evening,night,-0.23809554211884476
784,evening,time,-0.599469630492724
785,event,influence,-0.848839026823059
786,evidence,format,-0.9739058952025237
787,evidence,record,-0.7643147304394795
788,evil,worst,-0.7544974024696319
789,evolution,publicity,-0.9545799245111477
790,examination,quiz,-0.7614033326416132
791,executive,organization,-0.6452822397392721
792,exhibit,parade,-0.6957063088610909
793,exhibition,painting,-0.5282929940091605
794,exhibition,soup,-1.0018254325248794
795,expect,think,-0.32943181839945446
796,expectation,possibility,-0.6439816309040571
797,expedition,mystery,-0.8934508749546762
798,explosion,stencil,-1.1144799106614467
799,express,mail,-0.6371733477509252
800,extending,increase,-0.670322475492105
801,extort,school,-1.0721972023003914
802,eye,face,-0.6002468421087471
803,eye,lip,-0.6202257802366313
804,eye,sky,-0.7068478066623771
805,fabric,lace,-0.5102518845078625
806,fabric,sail,-0.8222735398832377
807,face,stop,-0.7012292170352004
808,face,tear,-0.7971902347907274
809,fair,midway,-0.932732651406792
810,family,town,-0.684615988194621
811,fantasy,fiction,-0.31989777503332595
812,fantasy,recycling,-0.9801930791915954
813,farm,wind,-0.7262564085984758
814,farmer,individual,-0.8842346356155497
815,fashion,handwriting,-0.9644838929832303
816,fashion,outfit,-0.6742717472651492
817,fauna,toy,-1.0120285102803048
818,fbi,investigation,-0.374436130849936
819,fear,fear,-0.0
820,feather,flamingo,-0.7604060170762437
821,feather,grey,-0.7193171630260071
822,feather,hummingbird,-0.8209714627835024
823,feather,mallard,-0.9203985000867438
824,feather,nest,-0.6720174145163937
825,feather,sunflower,-0.8142279965632617
826,feedback,flow,-0.7199354797554105
827,feel,friend,-0.6997054316173497
828,feel,stop,-0.6685883750372609
829,feel,tear,-0.8263635373145588
830,feline,kitten,-0.617177388389685
831,feline,kitty,-0.7461472631832216
832,feline,nut,-0.8667496204844943
833,feline,pumpkin,-0.9889118256290701
834,feline,reptile,-0.6581009930298133
835,female,old,-0.7451924985331602
836,female,square,-0.9191372828344717
837,festival,gate,-0.7726231558270946
838,festival,music,-0.48231692770917767
839,fiction,romance,-0.4104479678265712
840,field,handle,-0.8316171276410023
841,field,play,-0.5663762191199464
842,field,science,-0.6477651466424919
843,fighting,resist,-0.7022573150299374
844,filing,formations,-1.0345990559136313
845,filled,filled,-0.0
846,find,occurrence,-0.8724695425542814
847,fine,precise,-0.7807537494296535
848,finger,toe,-0.5088091344237494
849,fingerprint,football,-1.0361563387873707
850,fire,flame,-0.6071070432832084
851,fish,fishing,-0.4538261391670255
852,fishing,shore,-0.5708565020461556
853,fishing,word,-0.8875736604508572
854,five,month,-0.3812892288411216
855,flame,peacock,-0.8698727880717771
856,flame,reaction,-0.9085538345413886
857,flat,housing,-0.7911921785882698
858,fleet,travel,-0.8442974952919178
859,flight,plane,-0.315982016715442
860,flight,shoot,-0.8082878613075211
861,flood,flood,-0.0
862,flood,line,-0.8758851660150353
863,floor,interior,-0.7262641245220409
864,floor,stair,-0.7596062960448686
865,flour,garlic,-0.5467638382763034
866,flower,foliage,-0.5669997297184597
867,flower,garden,-0.537150989254408
868,flower,lily,-0.5932472684301577
869,flower,petal,-0.5908055537086705
870,flower,spring,-0.6567445781224435
871,flower,yellow,-0.5919658348605958
872,flush,good,-0.8800865795816477
873,flyer,justice,-1.169012220911962
874,fog,mist,-0.3759333425897935
875,fog,sunny,-0.7045719991806847
876,foliage,fruit,-0.5883273193854582
877,foliage,garden,-0.6595019318011195
878,foliage,moss,-0.7430867547632682
879,foliage,pink,-0.689446181294527
880,foliage,purple,-0.6117732416966346
881,foliage,violet,-0.722439514542933
882,followed,tailgate,-1.0983165523761471
883,follower,planet,-0.9952833692659093
884,follower,satellite,-1.0708424300542956
885,food,medium,-0.8343177102706437
886,foot,mural,-0.8353010614234349
887,foot,outdoor,-0.7665023863087455
888,foot,toe,-0.5457398353653058
889,football,justice,-0.8995805166905154
890,footprint,scooter,-0.9305979154763138
891,ford,valley,-0.9372266547328812
892,foreign,nation,-0.6502585066507474
893,forest,frog,-0.7743398654997655
894,forest,ground,-0.7145395976192417
895,format,packaging,-0.7541510864534318
896,formation,perceive,-1.0334487433274617
897,formation,perform,-0.8640921125603966
898,forward,player,-0.546203016395344
899,forward,position,-0.6072816277286357
900,forward,transport,-0.814799564866215
901,foundation,support,-0.6263165526514406
902,fountain,marble,-0.5193157739966014
903,free,skin,-0.8532297031268827
904,frost,lily,-0.7933191763320226
905,frost,weather,-0.6679870675056807
906,frozen,shop,-0.8386909752076244
907,frozen,soup,-0.6588336115441886
908,fruit,orange,-0.5998511754858059
909,fruit,product,-0.6785906070059669
910,fruit,strawberry,-0.5928686199619856
911,fruit,sunflower,-0.7047822630657843
912,fun,haircut,-0.8450588005640252
913,fun,happy,-0.44507606712345993
914,fungi,insect,-0.5656225008044764
915,fungi,mushroom,-0.6312600033439564
916,furnish,impress,-0.8714072355281736
917,furnishing,jumper,-1.0480577490720477
918,gallery,journal,-0.873219063618185
919,gamble,pyramid,-0.9223432299814167
920,game,playoff,-0.44534321691918966
921,garage,kitchen,-0.5184108788722028
922,garage,opener,-0.8293752481206867
923,garbage,lunch,-0.8384438269019091
924,gardens,sink,-0.9441034525863478
925,gardens,tend,-0.8707709118931609
926,gas,neon,-0.8475318091998011
927,gas,sewer,-0.7556754917448623
928,gasoline,town,-0.9298279484983064
929,gauge,meter,-0.6838001090679913
930,gem,quartz,-0.7740920739611716
931,germany,worst,-0.7623773583493589
932,get,regained,-0.8997835065156438
933,get,start,-0.47406180389454633
934,giraffe,mist,-0.9714591406675681
935,giraffe,zebra,-0.40292297237037267
936,giraffe,zoo,-0.7014159654605281
937,girl,sexy,-0.5516156853568466
938,glove,wear,-0.7843217065648589
939,goose,outfit,-0.9738713563515294
940,government,immunity,-0.7307282453566796
941,governor,office,-0.5954781236784872
942,graduate,graduate,-0.0
943,grape,wine,-0.3640877244389139
944,graphic,roof,-0.9701085219126369
945,grass,ski,-0.8934834385066948
946,grass,skull,-0.9144511625701894
947,grass,stop,-0.8445725301051445
948,grave,memorial,-0.6931412402280923
949,grave,santa,-0.9030185582849124
950,grave,shore,-0.8970999055871901
951,graveyard,ruin,-0.8291481370034219
952,gray,property,-0.9803180864961354
953,greater,greater,-0.0
954,greater,large,-0.6224549863393156
955,green,number,-0.7774341774437314
956,green,yellow,-0.4533832463923968
957,greeting,receptions,-0.8149768953468772
958,grey,pink,-0.5888304281760199
959,grey,rusty,-0.8763884167488771
960,grey,white,-0.5907891136335122
961,guardian,livestock,-0.8994167315460928
962,gulf,ms,-0.9660757374634612
963,gun,picture,-0.8058137743573546
964,guy,idea,-0.6523331265628276
965,guy,kid,-0.3926474281137937
966,guy,kiss,-0.7330308475872094
967,guy,people,-0.7144362828736419
968,guy,poodle,-0.9420052169576086
969,guy,sitting,-0.6297035838576355
970,guy,smile,-0.684462578186005
971,guy,stand,-0.7069550619681659
972,guy,tear,-0.9017748136680259
973,hail,judge,-1.0758351889799518
974,hair,redhead,-0.7918678144389929
975,hair,stencil,-0.965631302794126
976,hair,wig,-0.4684104690469205
977,hand,left,-0.4722563399842512
978,handle,shop,-0.8256555295892607
979,handle,terrier,-1.0069501560947107
980,hanging,smile,-0.7848363961960523
981,happy,licking,-0.9425489079655932
982,happy,mom,-0.5236919534203085
983,happy,post,-0.8019145892315336
984,happy,sleep,-0.7138902819144113
985,happy,stand,-0.6645693245763583
986,happy,stop,-0.7084819408912499
987,happy,time,-0.5525868656212088
988,harbor,sea,-0.6001930036570444
989,harbor,sunk,-0.6182627201412328
990,harbour,ship,-0.5930968070934056
991,harbour,shore,-0.5518572144204783
992,hard,zoo,-0.9726717288631694
993,hat,jacket,-0.49292875421318416
994,hat,jean,-0.9363425962251392
995,hat,peel,-0.9222252355329319
996,hat,role,-0.9359244487284032
997,health,welfare,-0.45053429310142346
998,heart,wing,-0.9474978128000056
999,heater,stove,-0.4270601189176819
1000,heel,stack,-0.8788033651187622
1001,held,nest,-0.9674617857539826
1002,helix,spiral,-0.6493007680029969
1003,highway,road,-0.2913769364212193
1004,hill,horizon,-0.9025367650319268
1005,hill,mountain,-0.49100896676734784
1006,hill,scenery,-0.8730619552828417
1007,history,recital,-0.9469734119971482
1008,hit,tourist,-0.6997020745757996
1009,hockey,ice,-0.40744678842488746
1010,hockey,play,-0.5335584637491113
1011,holiday,travel,-0.572353257235983
1012,home,smoking,-0.9193115302484538
1013,honest,sincere,-0.4452920916523133
1014,hood,protection,-0.9582220497222891
1015,hope,psychology,-0.8971760454476726
1016,horizon,sky,-0.5076990218938011
1017,horizontal,surface,-0.5957142255251408
1018,hostility,war,-0.7021929700373224
1019,hot,hot,-0.0
1020,hot,sunny,-0.6499861801594051
1021,hotel,kill,-0.8633868706403101
1022,hotel,library,-0.7271353252343351
1023,hotel,oak,-0.8604147981519625
1024,house,staircase,-0.799421474548156
1025,house,windmill,-0.8808170595705348
1026,housing,vault,-0.9741369038090896
1027,hummingbird,rodent,-0.7098734343417061
1028,husky,painting,-1.0634863710045277
1029,image,visualize,-0.842139179650995
1030,impressive,striking,-0.6648580817561578
1031,industrial,lake,-0.8891319143957184
1032,information,target,-0.7260270418627539
1033,infrastructure,structure,-0.6511038737037751
1034,initial,letter,-0.6996146193515926
1035,injury,wrong,-0.7881466463137389
1036,ink,liquid,-0.6357495732433976
1037,ink,organ,-1.0318755577681682
1038,insect,lizard,-0.7007301533584623
1039,installation,zoo,-0.857709381722022
1040,instruction,lesson,-0.5998571395581924
1041,interest,lien,-0.8692369808978568
1042,interior,object,-0.8664697760589527
1043,interior,paint,-0.7567907411256214
1044,interior,roof,-0.6873961784631115
1045,interior,staircase,-0.7611247510990431
1046,interior,tall,-0.8761399074916443
1047,interpretation,twist,-0.7864383352353868
1048,intrigue,romance,-0.5720389350468604
1049,inventory,listing,-0.674551740422225
1050,invite,requests,-0.6624373727719415
1051,ipod,rope,-0.97660328823185
1052,iron,robust,-0.9010942020469012
1053,israel,israeli,-0.17216008990286724
1054,israel,terror,-0.6076403767352978
1055,issue,up,-0.6565731385307652
1056,ivy,oak,-0.663960000127214
1057,jaguar,storm,-0.9444142789761604
1058,jamaica,queens,-0.644448295248645
1059,jazz,play,-0.7014339257222452
1060,jean,shirt,-0.8474392539404928
1061,jean,washing,-1.028455870750094
1062,jellyfish,punk,-0.8911924901804084
1063,jellyfish,texture,-0.8659645146680324
1064,joke,message,-0.7051810911926013
1065,journal,writing,-0.6627876354348788
1066,judgment,sense,-0.623287485499604
1067,jump,stitch,-0.8973786288348528
1068,jump,uniform,-0.935166706895534
1069,jury,school,-0.8821538378290568
1070,justice,official,-0.6716844613944126
1071,juvenile,rope,-1.0019829848673512
1072,key,misty,-1.0774719102435297
1073,key,motor,-0.8526625258016128
1074,keyboard,soldier,-0.9935425507578391
1075,kidnapped,shanghai,-1.004499488775122
1076,kill,sacrifice,-0.7836881372403479
1077,kill,shot,-0.6383576562321922
1078,kind,soft,-0.6453175958280725
1079,kiss,rusty,-0.9525400310827538
1080,kitchen,sleep,-0.7040484644628753
1081,kitchen,stair,-0.8309701242270864
1082,kitchen,washing,-0.5743606841022808
1083,kitten,kitty,-0.6842749286528544
1084,knock,tap,-0.8620199227824086
1085,lad,wizard,-0.7970152394460394
1086,lady,sexy,-0.7270636034334146
1087,lake,scenery,-0.7781675126577776
1088,lake,town,-0.6600120003600813
1089,lamb,lantern,-0.9451325136067112
1090,lamb,number,-1.004538106422567
1091,lamb,snow,-0.8829507478928745
1092,landscape,mountain,-0.6908318928618502
1093,landscape,stadium,-0.902896044500229
1094,lantern,oak,-0.9456073602545697
1095,lapse,suspension,-0.8657905534031055
1096,last,last,-0.0
1097,last,senior,-0.6293142475814946
1098,laundering,machine,-0.8652023621877001
1099,law,mosaic,-0.9258775113758684
1100,lawn,sleep,-0.821616285255392
1101,layer,region,-0.8820226906594966
1102,leaf,nature,-0.9278507791143714
1103,lean,rest,-0.7708293830731954
1104,leap,second,-0.7646284217263345
1105,learned,learned,-0.0
1106,leather,pouch,-0.660736479254155
1107,leather,sunshine,-1.0041868082748406
1108,leave,pass,-0.6988152754962289
1109,left,morning,-0.6810890413590471
1110,left,walk,-0.6951103743470068
1111,lego,rodent,-0.9213879595584054
1112,lever,machine,-0.7042164294247069
1113,lever,open,-0.939957162933785
1114,licking,marble,-0.890524772906864
1115,licking,pier,-1.0721869388772318
1116,licking,puppy,-0.7700699263578464
1117,licking,rusty,-0.9790681292720207
1118,licking,sitting,-0.8628712955078723
1119,lie,line,-0.7967746185385721
1120,lie,sun,-0.8311066243899803
1121,light,shadow,-0.662082821736049
1122,light,sleep,-0.7412459173117273
1123,light,sunlight,-0.47668430185103206
1124,lighthouse,wall,-0.8913297305647886
1125,lighting,man,-0.926108910968456
1126,lighting,stone,-0.8343567430943953
1127,lily,plant,-0.8164706905184539
1128,lily,purple,-0.7351772166289058
1129,lily,tulip,-0.6748696741125679
1130,limb,limb,-0.0
1131,line,street,-0.6559677838228097
1132,lion,square,-0.8534410249541626
1133,list,position,-0.7728274952059014
1134,list,post,-0.7485040412487867
1135,list,shopping,-0.7862355223994497
1136,listing,organization,-0.8550550964569574
1137,live,stitch,-0.9830175942845458
1138,location,space,-0.675549951246259
1139,lock,mannequin,-1.0137020520707618
1140,looking,sightseeing,-0.9305897231683026
1141,loss,reducing,-0.6673822777808558
1142,love,romance,-0.43080560034779025
1143,lower,sustain,-0.7922367565981534
1144,lunch,morning,-0.5389566264519265
1145,lunch,sunny,-0.8378230131005944
1146,machine,pond,-0.9815211985372434
1147,machine,sketch,-0.9412974135048265
1148,machine,washing,-0.6257584542514463
1149,magnitude,size,-0.6957017332339334
1150,magnolia,maple,-0.6649455957163084
1151,maker,manufacturer,-0.20033974052673753
1152,makeup,people,-0.7862821706230774
1153,male,man,-0.6567033606360424
1154,manufacture,up,-0.8432691717279606
1155,map,sewing,-0.9682179577769711
1156,map,video,-0.7989344278599453
1157,maple,oak,-0.48550984150986176
1158,marble,postcard,-0.8960545072190792
1159,marble,sing,-0.9574872684414222
1160,market,shop,-0.6461900916422991
1161,market,sweeten,-0.9883269125335936
1162,mars,water,-0.8119290821486586
1163,mask,roof,-0.8046219541201034
1164,match,matchstick,-1.0441764291998985
1165,match,play,-0.4002674071783535
1166,matter,text,-0.7577031656465233
1167,mayor,villa,-0.8784969072065751
1168,meal,rice,-0.6538765605252139
1169,means,tool,-0.5908847181150284
1170,measure,twist,-0.8699007070230408
1171,meat,moon,-0.9347723787584812
1172,meat,potato,-0.5448083215113817
1173,meat,soup,-0.536925908623701
1174,medium,organization,-0.8889867701886556
1175,melody,music,-0.5404367313445219
1176,memorial,rope,-0.9840891119407451
1177,memory,operation,-0.8747120910508762
1178,metro,rail,-0.4721950960753125
1179,metro,train,-0.5727652835936259
1180,military,reflection,-0.880161321625704
1181,military,wasp,-0.9765918977804829
1182,mill,wild,-0.926272249566493
1183,mill,windmill,-0.504757872790224
1184,miniature,paint,-0.6900424791790216
1185,miniature,painting,-0.6184045980563238
1186,minister,work,-0.7854634964030279
1187,mirror,raspberry,-1.0133329411582468
1188,mist,sky,-0.6360107895748663
1189,mist,sunny,-0.715404349145186
1190,misty,sky,-0.7251482669064151
1191,misty,snow,-0.7470266361002595
1192,misty,sunny,-0.6707658201678741
1193,misty,sunrise,-0.8315019012891712
1194,misty,sunshine,-0.706345521595574
1195,model,toe,-1.0027472070263828
1196,mole,spy,-0.7725400812969803
1197,moment,thief,-0.9425420754117342
1198,money,pile,-0.7585832845902921
1199,money,quota,-0.8642812945606573
1200,monster,rock,-0.7568325352002776
1201,month,year,-0.2001496338794162
1202,moon,mushroom,-0.8803527066122819
1203,morning,sunrise,-0.6915127766612642
1204,morning,sunshine,-0.7383401709414703
1205,mortal,mother,-0.8532514804220181
1206,moss,plant,-0.8339024093205238
1207,mother,mother,-0.0
1208,mother,mother-in-law,-0.5999964766789512
1209,mother,pregnant,-0.4227090028543743
1210,mother,yeast,-0.9575665184613561
1211,motion,step,-0.664714645794186
1212,motto,volunteer,-0.7780378980019387
1213,mouth,tongue,-0.41808317648292315
1214,move,shifting,-0.70223558597062
1215,move,spread,-0.6845230192011087
1216,move,swell,-0.8299378260077289
1217,mozart,wagner,-0.5358876520625313
1218,museum,swim,-0.9423373878769821
1219,music,musician,-0.4465359099897702
1220,music,print,-0.705740398194835
1221,music,track,-0.6608390426589346
1222,musical,solo,-0.5480797841019003
1223,nail,rusty,-0.6352092022602538
1224,nation,spanish,-0.7565285084464239
1225,native,rhodes,-0.8902627901638286
1226,necklace,snow,-0.9623201162609083
1227,nest,wasp,-0.6539559629981104
1228,noodle,pigeon,-0.7967836131949049
1229,novel,story,-0.3843082176921412
1230,nude,painting,-0.6186836460813505
1231,nurse,nurse,-0.0
1232,nut,sunflower,-0.676883385143578
1233,observation,radio,-0.823249482994239
1234,observe,violating,-0.7308651430781276
1235,obvious,plain,-0.7460242445805494
1236,obvious,room,-0.805524267998584
1237,occasion,second,-0.6838517369096081
1238,occupation,place,-0.7956671089719006
1239,ocean,pacific,-0.42183098871696634
1240,ocean,underwater,-0.6077763373925014
1241,ocean,water,-0.5230984096391178
1242,old,race,-0.7796690206538814
1243,old,seat,-0.8129416729304051
1244,operation,operation,-0.0
1245,opinion,sentiment,-0.5851898763396832
1246,orange,peel,-0.5963647775918917
1247,orange,raspberry,-0.7013114458903581
1248,orange,shop,-0.8407265164531131
1249,origami,stadium,-1.0958696599729798
1250,origin,root,-0.7639151974552743
1251,out,sent,-0.5036047747276715
1252,outdoor,pool,-0.5627303992225057
1253,outdoor,swimming,-0.512486291494852
1254,outfit,sign,-0.8938851708441673
1255,outfit,sock,-0.7657174391082293
1256,overflow,sewer,-0.6471532779070059
1257,pain,suffering,-0.34298748942179336
1258,paint,picture,-0.6188009879011773
1259,paint,portrait,-0.5952690790124338
1260,painting,sculpture,-0.3184370706206976
1261,palace,ruin,-0.8185879303909951
1262,panorama,scenery,-0.6774106183272511
1263,panorama,view,-0.6417582436582705
1264,panorama,zoo,-0.8551401700150407
1265,paper,railway,-0.8503630579736444
1266,paper,vine,-0.9455461713595252
1267,papers,security,-0.797469336510594
1268,park,parking,-0.5811860187177514
1269,part,relation,-0.7833340448989049
1270,party,seat,-0.6489326570394561
1271,pass,ticket,-0.8105281839440693
1272,pass,topping,-0.9191485284341012
1273,passage,quotation,-0.8414166307071357
1274,passing,passing,-0.0
1275,path,star,-0.8432601008876524
1276,patio,sleep,-0.8689594212300638
1277,patio,stair,-0.7618653103342653
1278,patio,staircase,-0.6221450303040689
1279,patio,woman,-0.9710117954966622
1280,pavilion,terrace,-0.6227531463243388
1281,paw,theatre,-0.9617624767846459
1282,peel,skin,-0.7333479443035349
1283,pennsylvania,writer,-0.9005330649857652
1284,people,wounded,-0.5667246697549736
1285,pepper,potato,-0.6458792702119212
1286,pepper,tomato,-0.44877916892464775
1287,person,tiger,-0.896145569791719
1288,personnel,police,-0.5665440663558783
1289,persuasion,weapon,-0.838284525580547
1290,petal,shade,-0.8184375047831864
1291,photo,photography,-0.482624114720167
1292,photograph,still,-0.8056503395256586
1293,photographer,portrait,-0.606253718094069
1294,photographer,wedding,-0.7532458268449951
1295,piano,wolf,-0.862880423775341
1296,pigeon,round,-0.9539606750770528
1297,pillow,stone,-0.8297566179057908
1298,pink,skirt,-0.613217965801069
1299,pink,white,-0.48755276008101966
1300,place,place,-0.0
1301,place,siphon,-1.0238767345777398
1302,plain,report,-0.979521138849534
1303,plant,seed,-0.7034071861729623
1304,plant,skate,-0.9694386589509407
1305,play,rail,-0.930088252355206
1306,play,sign,-0.7328479696375549
1307,play,thousand,-0.9175621113067693
1308,player,slave,-0.8929417246898386
1309,pledge,promise,-0.2758325990714524
1310,plot,strategy,-0.7265951363405205
1311,point,second,-0.5234632977493956
1312,point,spot,-0.6206939474083677
1313,point,tennis,-0.9153524199826903
1314,point,trouble,-0.6786670502525372
1315,poll,poll,-0.0
1316,pond,water,-0.5549301226588964
1317,poodle,puppy,-0.5446764995170745
1318,poodle,terrier,-0.5118048663893254
1319,pool,relax,-0.7709065181963826
1320,porch,roof,-0.425994059699093
1321,porch,scooter,-0.9757703456121831
1322,porch,staircase,-0.5132907314467752
1323,portrait,underground,-0.922124386167712
1324,potato,rice,-0.6066929210879037
1325,president,president,-0.0
1326,price,price,-0.0
1327,principle,principle,-0.0
1328,privilege,rich,-0.8047452958130009
1329,production,production,-0.0
1330,profiling,racism,-0.649673812895996
1331,protection,roof,-0.7972668973650616
1332,protest,tile,-1.076180336134142
1333,publish,show,-0.8520502349048584
1334,pug,puppy,-0.5520195315045295
1335,punk,vinyl,-0.7433177074903624
1336,puppy,skyline,-1.005813778661692
1337,purple,violet,-0.48360448355223795
1338,pyramid,speculation,-1.0236431984978926
1339,quality,romance,-0.9336402962537941
1340,queen,queen,-0.0
1341,race,racing,-0.4323646377332597
1342,race,square,-0.9079225990964737
1343,radical,role,-0.7892633068451457
1344,rail,train,-0.36407285086667296
1345,railroad,underground,-0.6832228634910102
1346,railway,station,-0.4265834370479471
1347,rain,wet,-0.48486318394958117
1348,raise,shoulders,-0.8730420083607779
1349,raising,upbringing,-0.9002738599322179
1350,raspberry,sweet,-0.7293023150723233
1351,read,reading,-0.2970103702181368
1352,rebel,soldier,-0.6358008248560607
1353,rebel,young,-0.8147773896453919
1354,recognize,succeed,-0.7193471966772598
1355,record,score,-0.566472184465884
1356,record,write,-0.8144932860745997
1357,red,shade,-0.7263314855277436
1358,red,stripe,-0.6440166396350873
1359,redhead,rusty,-0.8995718528251792
1360,relax,sitting,-0.7521402107491191
1361,relief,total,-0.7239072975777321
1362,religion,remedy,-0.8702698304113561
1363,religion,trinity,-0.8116893189356897
1364,report,study,-0.4744018448656516
1365,reptile,vacation,-1.063867663265427
1366,reservation,reservation,-0.0
1367,resistance,resistance,-0.0
1368,reverse,reverse,-0.0
1369,rice,yellow,-0.8102149220565426
1370,ripple,shadow,-0.8670031949576655
1371,ripple,wave,-0.7131883785905682
1372,river,valley,-0.39988836946579387
1373,river,waterfall,-0.603302656619782
1374,robbery,rolling,-1.0276032319762858
1375,rod,rod,-0.0
1376,role,title,-0.7199398845818774
1377,rolling,sound,-0.7360316775266177
1378,room,sitting,-0.4249772509811983
1379,root,stem,-0.591106159993275
1380,rope,shore,-0.8213233755302041
1381,rose,rose,-0.0
1382,round,shape,-0.6854099352002708
1383,row,terrace,-0.8140331636579865
1384,rub,wipe,-0.6226488374449792
1385,ruin,stone,-0.8024160112385572
1386,ruin,town,-0.8176722484649457
1387,running,sprint,-0.7850764164925547
1388,rusty,shade,-0.8766402019249953
1389,rusty,stand,-0.8836943146203324
1390,saddle,soap,-0.8662606268683134
1391,sail,sheet,-0.8876937714593791
1392,sailing,sunk,-0.666075132268031
1393,sake,shade,-0.9163329375572233
1394,satellite,solar,-0.6052696261437658
1395,scenery,trail,-0.8357546331599504
1396,school,welsh,-0.8186060227098182
1397,sea,shore,-0.5116556093794479
1398,sea,submarine,-0.5495530965784672
1399,sea,water,-0.5029852757719083
1400,season,winter,-0.48404688270194496
1401,seize,take,-0.585558237641664
1402,series,string,-0.655679075627692
1403,sex,sex,-0.0
1404,sexy,smile,-0.681255309937121
1405,shade,tree,-0.5427555990053821
1406,shade,whale,-0.9637746269918304
1407,shadow,sunlight,-0.7866668862499153
1408,shape,square,-0.7491889518064435
1409,sheet,sheet,-0.0
1410,shining,work,-0.941113943274469
1411,ship,spouse,-0.9820741319202033
1412,shirt,tiger,-0.8084262893367757
1413,shopping,store,-0.42962403905863045
1414,shore,swim,-0.6801727334635257
1415,shore,town,-0.7276864169026506
1416,shore,valley,-0.7783586300218198
1417,short,trading,-0.743441884610857
1418,sight,vision,-0.5729402235112554
1419,sign,sign,-0.0
1420,silence,still,-0.766141631017437
1421,single,sole,-0.6439308533055907
1422,sitting,sleep,-0.6317628040828056
1423,situation,things,-0.47888117121247864
1424,skate,vehicle,-0.9639790532671001
1425,skating,sticker,-1.0957770119383763
1426,skin,skin,-0.0
1427,sky,sunlight,-0.6497977305489873
1428,skyline,view,-0.7082638965326922
1429,slash,stroke,-0.8934595531134953
1430,slave,worker,-0.7653960569240122
1431,sleeping,waking,-0.5614459415149449
1432,small,valley,-0.7111354640150387
1433,small,village,-0.5634518500179593
1434,smile,time,-0.8503990925378972
1435,smile,view,-0.8341079188053739
1436,smile,walk,-0.6766388191382626
1437,smoking,sunny,-0.9158334849330464
1438,snap,touch,-0.7261923458724173
1439,sock,stocking,-0.7616908300773032
1440,solstice,summer,-0.6634947238465018
1441,song,vocal,-0.5595473972915638
1442,speech,word,-0.6236075786355293
1443,spin,sweat,-0.9554036181419915
1444,spiral,staircase,-0.518223176404929
1445,spread,spread,-0.0
1446,square,town,-0.6547722799867788
1447,stamp,weave,-1.0163404594477246
1448,stand,tear,-0.8270468021873147
1449,stand,walk,-0.5885427133022187
1450,star,star,-0.0
1451,star,storm,-0.8562173818702675
1452,steel,wing,-0.8599371063005086
1453,step,travel,-0.758174889386696
1454,step,walk,-0.6363361502994487
1455,step,wind,-0.85974730516371
1456,sticker,track,-0.9799542993944801
1457,stock,stock,-0.0
1458,storm,thunderstorm,-0.5060317240131753
1459,straight,stretch,-0.5154982471077814
1460,strains,trouble,-0.8125698797677936
1461,stream,waterfall,-0.6044384735753482
1462,stripe,train,-0.9688567272783847
1463,stripe,violet,-0.7095033934725499
1464,subway,underground,-0.535936510305568
1465,subway,valentine,-0.9043190496407112
1466,sun,sun,-0.0
1467,sun,sunburst,-0.9882036858037855
1468,sun,sunlight,-0.5461314213773518
1469,sun,sunshine,-0.5841201875727848
1470,sunlight,thriller,-0.9994702570932336
1471,sunny,weather,-0.49540286540513445
1472,sunny,wet,-0.5747496504718466
1473,sunshine,weather,-0.6863090931074949
1474,support,trace,-0.8810400425420681
1475,surface,territory,-0.8084395101049304
1476,surfer,wave,-0.7434706138483824
1477,tall,wool,-0.8510189133334267
1478,tenure,term,-0.5667857173030058
1479,thing,thing,-0.0
1480,ticket,writing,-0.8929654021002813
1481,tops,tops,-0.0
1482,touch,upset,-0.8472443692697441
1483,tour,travel,-0.640195469000397
1484,traffic,traffic,-0.0
1485,train,train,-0.0
1486,travel,travel,-0.0
1487,travel,wandering,-0.8232152463104171
1488,tunnel,underground,-0.4915417488669541
1489,type,write,-0.769078785239518
1490,valley,village,-0.587958310864366
1491,van,vine,-0.9754777405985567
1492,violet,white,-0.703795121847265
1493,violet,yellow,-0.6428685414644312
1494,washer,worker,-0.9283754973250372
1495,water,water,-0.0
1496,ways,ways,-0.0
1497,weather,winter,-0.44295416784828356
1498,wednesday,weekday,-0.8684452799129424
1499,word,word,-0.0
